ITE,PR,CATEGORY,ITEM,ITEM,QUANTITY,RPRT,AVERAGE,RECENT,ADJUSTMENTS,
LOC,CA,DESCRIPTION,NUMBER,DESCRIPTION,ON HAND,UOM,COST,COST,QUANTITY,COST/TON
580 ,WI,WAREHOUSE ITEMS (BAG,B41255,KELP MEAL 50#,100,LB,0.6854,0.71044,0,1370.8
580 ,WI,WAREHOUSE ITEMS (BAG,B41370,REDMOND GRAN SALT 50#,400,LB,0.22635,0.2263,0,452.7
580 ,WI,WAREHOUSE ITEMS (BAG,B4145,HORSE 10,400,LB,0.24135,0.24428,0,482.7
580 ,WI,WAREHOUSE ITEMS (BAG,B41560,REDMOND SALT BLOCK 44#,440,LB,0.3038,0.3038,0,607.6
580 ,WI,WAREHOUSE ITEMS (BAG,B4165,SUNSHINE PLUS,1800,LB,0.33649,0.33911,0,672.98
580 ,WI,WAREHOUSE ITEMS (BAG,B41820,MIXING LIM 50#,3400,LB,0.07166,0.07047,0,143.32
580 ,WI,WAREHOUSE ITEMS (BAG,B4235,VINTAGE MARE AND FOAL,1150,LB,0.30536,0.30215,0,610.72
580 ,WI,WAREHOUSE ITEMS (BAG,B43700,PLAIN SALT 50# BAG,8150,LB,0.09357,0.09197,0,187.14
580 ,WI,WAREHOUSE ITEMS (BAG,B43710,TM SALT 50# BAG,7250,LB,0.11586,0.10545,0,231.72
580 ,WI,WAREHOUSE ITEMS (BAG,B43730,PLAIN SALT BLOCK 50#,6950,LB,0.12561,0.12997,0,251.22
580 ,WI,WAREHOUSE ITEMS (BAG,B43740,TM SALT BLOCK 50#,3150,LB,0.14787,0.15138,0,295.74
580 ,WI,WAREHOUSE ITEMS (BAG,B43920,SUREFOOT LIME 50#,18250,LB,0.06346,0.0628,0,126.92
580 ,WI,WAREHOUSE ITEMS (BAG,B43930,HYDRATED LIME 50#,4100,LB,0.13681,0.1368,0,273.62
580 ,WI,WAREHOUSE ITEMS (BAG,B45480,DECO LAWN LIME 50#,2150,LB,0.07121,0.06868,0,142.42
580 ,WI,WAREHOUSE ITEMS (BAG,B45520,FIRST ARRIVAL 18# PAIL,36,LB,34.12417,34.12417,0,68248.34
580 ,WI,WAREHOUSE ITEMS (BAG,B4945,HAY STRETCHER,1150,LB,0.21366,0.20271,0,427.32
580 ,WI,WAREHOUSE ITEMS (BAG,B5365,E-Z PELS,250,LB,0.31264,0.31076,0,625.28
580 ,WI,WAREHOUSE ITEMS (BAG,B8105,TURKEY GROW HS PELS,1000,LB,0.29515,0.29515,0,590.3
580 ,WI,WAREHOUSE ITEMS (BAG,B8115,MEAT GOAT GRO & FIN DC,1450,LB,0.22866,0.22675,0,457.32
580 ,WI,WAREHOUSE ITEMS (BAG,B8135,PIG AND SOW PELLETS,6050,LB,0.24328,0.23083,0,486.56
580 ,WI,WAREHOUSE ITEMS (BAG,B8145,PORK MAKER MASH,3950,LB,0.23042,0.23135,0,460.84
580 ,WI,WAREHOUSE ITEMS (BAG,B8285,LLAMA/ALPACA PELLETS,1150,LB,0.18173,0.18075,0,363.46
580 ,WI,WAREHOUSE ITEMS (BAG,B8305,LAMB STR-GROWER PELS,500,LB,0.24878,0.24878,0,497.56
580 ,WI,WAREHOUSE ITEMS (BAG,B8315,LAMB BT PELS MEDICATED,1400,LB,0.24284,0.24279,0,485.68
580 ,WI,WAREHOUSE ITEMS (BAG,B8365,SHEPHERD 16 PELS,3100,LB,0.2034,0.19603,0,406.8
580 ,WI,WAREHOUSE ITEMS (BAG,B8405,CAPRINE CHALLENGER,3650,LB,0.24544,0.24515,0,490.88
580 ,WI,WAREHOUSE ITEMS (BAG,B8785,HOG PELLET,3650,LB,0.1847,0.18295,0,369.4
580 ,WI,WAREHOUSE ITEMS (BAG,B8815,ANTLER KING DEER/ELK PEL,250,LB,0.23964,0.2396,0,479.28
580 ,WI,WAREHOUSE ITEMS (BAG,B9015,WHOLE CORN,2950,LB,0.19504,0.18403,0,390.08
580 ,WI,WAREHOUSE ITEMS (BAG,B9055,STEAMED FLAKED CORN,7200,LB,0.23088,0.23035,0,461.76
580 ,WI,WAREHOUSE ITEMS (BAG,B9225,DEHY ALFALFA PELS,1050,LB,0.27689,0.2769,0,553.78
580 ,WI,WAREHOUSE ITEMS (BAG,B9245,BEET PULP PELS,2650,LB,0.24394,0.2427,0,487.88
580 ,WI,WAREHOUSE ITEMS (BAG,B9305,MAG OXIDE,2300,LB,0.3494,0.3494,0,698.8
